keleuon	κελεύων	κελεύω	to urge, bid, exhort	0
keleuosi	κελεύωσι	κελεύω	to urge, bid, exhort	0
keleues	κελεύῃς	κελεύω	to urge, bid, exhort	0
kellarin	κελλάριν	κελλάριον	cellar, pantry, larder	0
kellia	κελλία	κελλίον	garret	0
kellion	κελλίον	κελλίον	garret	0
keloia	κελοῖα	κελοῖα	name of a contest for boys and youths at Sparta	0
kelomen	κελόμην	κέλομαι	to command	0
kemas	κεμάς	κεμάς	pricket, two-year-old deer	0
kenas	κενάς	κενός	empty	0
kene	κενέ	κενός	empty	0
kenen	κενήν	κενός	empty	0
kenai	κεναί	κενός	empty	0
kenain	κεναῖν	κενός	empty	0
kenais	κεναῖς	κενός	empty	0
keneon	κενεών	κενεών	hollow between ribs and hip, flank	0
keneona	κενεῶνα	κενεών	hollow between ribs and hip, flank	0
kenoi	κενοί	κενός	empty	0
kenous	κενούς	κενός	empty	0
kenoin	κενοῖν	κενός	empty	0
kenois	κενοῖς	κενός	empty	0
kenou	κενοῦ	κενόν	vacuum	0
kenteo	κεντέω	κεντέω	to prick, sting, goad	0
kentein	κεντεῖν	κεντέω	to prick, sting, goad	0
kenon	κενόν	κενόν	vacuum	0
kenos	κενός	κενός	empty	0
keno	κενώ	κενός	empty	0
kenes	κενῆς	κενός	empty	0
kenon	κενῶν	κενός	empty	0
kerambux	κεράμβυξ	κεράμβυξ	longhorn beetle	0
kerasion	κεράσιον	κεράσιον	cherry	0
kerastes	κεράστης	κεράστης	horned viper (Cerastes cerastes)	1
keratia	κεράτια	κεράτια	fruit of the carob	0
keration	κεράτιον	κεράτιον	small horn	1
keraizo	κεραΐζω	κεραΐζω	to ravage, despoil, plunder	0
keraia	κεραία	κεραία	antennae of the crayfish or of insect	0
keramis	κεραμίς	κεραμίς	roof-tile	0
kerameus	κεραμεύς	κεραμεύς	potter	0
kerasos	κερασός	κερασός	bird cherry, Prunus avium (tree)	0
keratea	κερατέα	κερατωνία	carob tree, Ceratonia siliqua	0
keratia	κερατία	κερατωνία	carob tree, Ceratonia siliqua	0
keraunon	κεραυνόν	κεραυνός	thunderbolt, lightning strike	1
keraunos	κεραυνός	κεραυνός	thunderbolt, lightning strike	1
keraunoo	κεραυνόω	κεραυνόω	to strike with a thunderbolt	0
kerauno	κεραυνῷ	κεραυνός	thunderbolt, lightning strike	1
keraos	κεραός	κεραός	horned	0
kerbesia	κερβησία	κερβησία	Celtic wheat-beer	0
kerdaino	κερδαίνω	κερδαίνω	to gain as profit	0
kerdoi	κερδοῖ	κερδώ	the fox	0
kerdoin	κερδοῖν	κέρδος	gain, profit	0
kerdous	κερδοῦς	κερδώ	the fox	0
kerdoos	κερδόος	κερδώ	the fox	0
kerdo	κερδώ	κερδώ	the fox	0
kerdon	κερδῶν	κέρδος	gain, profit	0
kerkis	κερκίς	κερκίς	a relatively small, handheld device, used to strike the weft	0
kerkion	κερκίων	κερκίων	common hill myna (Gracula religiosa)	0
kersaion	κερσαῖον	κερσαῖον	Egyptian coin	0
kertomeo	κερτομέω	κερτομέω	to taunt, sneer at	0
keronia	κερωνία	κερατωνία	carob tree, Ceratonia siliqua	0
kestos	κεστός	κεστός	stitched, embroidered	1
kephale	κεφαλή	κεφαλή	head	1
kephales	κεφαλῆς	κεφαλή	head	1
kekhenos	κεχηνώς	χάσκω	to yawn, gape, open wide	0
keutho	κεύθω	κεύθω	to cover, hide	0
keis	κεἰς	κεἰς	crasis of καὶ (kaì) and εἰς (eis)	0
keithen	κεῖθεν	ἐκεῖθεν	from that place, thence	0
keithi	κεῖθι	ἐκεῖθι	there	0
keimai	κεῖμαι	κεῖμαι	to lie, lie outstretched	0
keinos	κεῖνος	ἐκεῖνος	that	0
keintai	κεῖνται	κεῖμαι	to lie, lie outstretched	0
keinto	κεῖντο	κεῖμαι	to lie, lie outstretched	0
keisai	κεῖσαι	κεῖμαι	to lie, lie outstretched	0
keise	κεῖσε	ἐκεῖσε	there (to or into that place), thither	0
keisthai	κεῖσθαι	κεῖμαι	to lie, lie outstretched	0
keisthon	κεῖσθον	κεῖμαι	to lie, lie outstretched	0
keiso	κεῖσο	κεῖμαι	to lie, lie outstretched	0
keitai	κεῖται	κεῖμαι	to lie, lie outstretched	0
keito	κεῖτο	κεῖμαι	to lie, lie outstretched	0
keuthe	κεῦθε	κεύθω	to cover, hide	0
keuthos	κεῦθος	κεῦθος	innermost	0
kedeia	κηδεία	κηδεία	connection by marriage, alliance	0
kedeuo	κηδεύω	κηδεύω	to take charge of, tend	0
kethis	κηθίς	κηθίς	dicebox	0
kekis	κηκίς	κηκίς	anything gushing or bubbling forth	0
keleo	κηλέω	κηλέω	to charm, bewitch, enchant, beguile, fascinate	0
keleo	κηλέῳ	κήλεος	burning, blazing	0
kelis	κηλίς	κηλίς	stain, spot, defilement	0
kemos	κημός	κημός	muzzle put on a led horse	0
kepaia	κηπαία	κηπαία	garden door, back door	0
kepeus	κηπεύς	κηπεύς	gardener	0
keri	κηρί	κήρ	death	0
kerion	κηρίον	κηρίον	honeycomb	1
kerion	κηρίων	κηρίων	wax candle, wax light, wax taper	0
keraphis	κηραφίς	κηραφίς	kind of locust	0
keriodes	κηριώδης	κηριώδης	arranged like a honeycomb	0
keroin	κηροῖν	κήρ	death	0
kersi	κηρσί	κήρ	death	0
kersin	κηρσίν	κήρ	death	0
kerothi	κηρόθι	κηρόθι	with all one's heart	0
keros	κηρός	κηρός	beeswax	0
kerulos	κηρύλος	κηρύλος	a fabulous sea-bird, identified with the halcyon	0
kerusso	κηρύσσω	κηρύσσω	to be a herald or auctioneer	1
keron	κηρῶν	κήρ	death	0
keton	κητῶν	κῆτος	whale, sea monster	0
kephen	κηφήν	κηφήν	an apian drone (male bee)	0
kephenon	κηφήνων	κηφήν	an apian drone (male bee)	0
kephena	κηφῆνα	κηφήν	an apian drone (male bee)	0
kephenas	κηφῆνας	κηφήν	an apian drone (male bee)	0
kephenes	κηφῆνες	κηφήν	an apian drone (male bee)	0
kibotos	κιβωτός	κιβωτός	wooden box, chest, coffer	0
kiborion	κιβώριον	κιβώριον	The seed vessel of the Egyptian water-lily	0
kibotion	κιβώτιον	κιβώτιον	box for drawing lots	0
kithara	κιθάρα	κιθάρα	lyre	0
kikinno	κικίννω	κίκιννος	lock of curly hair	0
kiklesko	κικλήσκω	κικλήσκω	to call	0
kikumis	κικυμίς	κικυμίς	little owl (Athene noctua)	0
killos	κιλλός	κιλλός	grey	0
kinara	κινάρα	κινάρα	artichoke (Cynara scolymus)	0
kineo	κινέω	κινέω	to set in motion	0
kinuros	κινυρός	κινυρός	wailing, plaintive, lamenting	0
kinura	κινύρα	κινύρα	kinnor or harp of David	0
kixalles	κιξάλλης	κιξάλλης	highway robber, pirate, thief	0
kirkitor	κιρκίτωρ	κιρκίτωρ	inspector of frontier posts	0
kirros	κιρρός	κιρρός	yellow-orange, tawny	1
kirsos	κιρσός	κιρσός	varicocele (enlargement of a vein)	0
kissos	κισσός	κισσός	ivy (Hedera helix), sacred to Dionysus	0
kitrea	κιτρέα	κιτρέα	citron tree	0
kitto	κιττώ	κιττώ	Chinese cinnamon (Cinnamomum cassia)	0
kikhanei	κιχάνει	κιχάνω	to overtake	0
kikhano	κιχάνω	κιχάνω	to overtake	0
kikheio	κιχείω	κιχάνω	to overtake	0
kladinos	κλάδινος	κλάδινος	rameous, related to a branch	0
kladion	κλάδιον	κλάδος	young slip or shoot of a tree, such as is broken off for gra	1
klados	κλάδος	κλάδος	young slip or shoot of a tree, such as is broken off for gra	1
klazo	κλάζω	κλάζω	to make a sharp piercing sound (such as a scream, bay, clash	1
klasis	κλάσις	κλάσις	breaking, fracture	1
klasma	κλάσμα	κλάσμα	A fragment, a morsel	0
klastes	κλάστης	κλάστης	vinedresser	0
klao	κλάω	κλάω	to break, to break off, to break into pieces	0
klemma	κλέμμα	κλέμμα	thing stolen	0
kleos	κλέος	κλέος	rumour	0
klepta	κλέπτα	κλέπτης	thief	1
kleptai	κλέπται	κλέπτης	thief	1
kleptain	κλέπταιν	κλέπτης	thief	1
kleptais	κλέπταις	κλέπτης	thief	1
kleptas	κλέπτας	κλέπτης	thief	1
klepten	κλέπτην	κλέπτης	thief	1
kleptes	κλέπτης	κλέπτης	thief	1
kleptou	κλέπτου	κλέπτης	thief	1
klepto	κλέπτω	κλέπτω	to steal, filch	1
klepte	κλέπτῃ	κλέπτης	thief	1
klepso	κλέψω	κλέπτω	to steal, filch	1
kleo	κλέω	κλέω	to tell of, make famous, celebrate	0
klethra	κλήθρα	κλήθρα	alder (Alnus glutinosa)	0
kleroin	κλήροιν	κλῆρος	a lot	0
klerois	κλήροις	κλῆρος	a lot	0
klerou	κλήρου	κλῆρος	a lot	0
klerous	κλήρους	κλῆρος	a lot	0
klero	κλήρω	κλῆρος	a lot	0
kleron	κλήρων	κλῆρος	a lot	0
klima	κλίμα	κλίμα	a slope, incline, inclination	0
klinein	κλίνειν	κλίνω	to bend	0
kline	κλίνη	κλίνη	bed	0
klino	κλίνω	κλίνω	to bend	0
klisis	κλίσις	κλίσις	bending, inclination	0
klaiei	κλαίει	κλαίω	to cry, weep, wail, lament	0
klaiein	κλαίειν	κλαίω	to cry, weep, wail, lament	0
klaieis	κλαίεις	κλαίω	to cry, weep, wail, lament	0
klaiete	κλαίητε	κλαίω	to cry, weep, wail, lament	0
klaioi	κλαίοι	κλαίω	to cry, weep, wail, lament	0
klaioimi	κλαίοιμι	κλαίω	to cry, weep, wail, lament	0
klaiois	κλαίοις	κλαίω	to cry, weep, wail, lament	0
klaioite	κλαίοιτε	κλαίω	to cry, weep, wail, lament	0
klaiomen	κλαίομεν	κλαίω	to cry, weep, wail, lament	0
klaiousi	κλαίουσι	κλαίω	to cry, weep, wail, lament	0
klaio	κλαίω	κλαίω	to cry, weep, wail, lament	0
klaion	κλαίων	κλαίω	to cry, weep, wail, lament	0
klaiosi	κλαίωσι	κλαίω	to cry, weep, wail, lament	0
klaiosin	κλαίωσιν	κλαίω	to cry, weep, wail, lament	0
klaie	κλαίῃ	κλαίω	to cry, weep, wail, lament	0
klaies	κλαίῃς	κλαίω	to cry, weep, wail, lament	0
klagge	κλαγγή	κλαγγή	clang, clash, sharp sound	0
klageros	κλαγερός	κλαγερός	screaming	0
klaieto	κλαιέτω	κλαίω	to cry, weep, wail, lament	0
klambos	κλαμβός	κλαμβός	docked, cropped	0
klanion	κλανίον	κλανίον	bracelet	0
klastos	κλαστός	κλαστός	broken	0
klausei	κλαύσει	κλαίω	to cry, weep, wail, lament	0
klausein	κλαύσειν	κλαίω	to cry, weep, wail, lament	0
klauseis	κλαύσεις	κλαίω	to cry, weep, wail, lament	0
klausete	κλαύσετε	κλαίω	to cry, weep, wail, lament	0
klauso	κλαύσω	κλαίω	to cry, weep, wail, lament	0
klause	κλαύσῃ	κλαίω	to cry, weep, wail, lament	0
klaien	κλαῖεν	κλαίω	to cry, weep, wail, lament	0
klauma	κλαῦμα	κλαῦμα	weeping, wailing	0
kleiomai	κλείομαι	κλείω	to shut, close, bar (e	0
kleis	κλείς	κλείς	bar	1
kleio	κλείω	κλείω	to shut, close, bar (e	0
kleidi	κλειδί	κλείς	bar	1
kleidion	κλειδίον	κλειδίον	little key	0
kleidoin	κλειδοῖν	κλείς	bar	1
kleidos	κλειδός	κλείς	bar	1
kleidoo	κλειδόω	κλειδόω	to lock up	0
kleidon	κλειδῶν	κλείς	bar	1
kleinos	κλεινός	κλεινός	famous	0
kleisi	κλεισί	κλείς	bar	1
kleisin	κλεισίν	κλείς	bar	1
kleistos	κλειστός	κλειστός	that can be closed or shut	0
kleiten	κλειτήν	κλειτός	renowned, famous	0
kleitos	κλειτός	κλειτός	renowned, famous	0
klemmus	κλεμμύς	κλεμμύς	tortoise	0
klepter	κλεπτήρ	κλεπτήρ	thief	0
klepton	κλεπτῶν	κλέπτης	thief	1
kleida	κλεῖδα	κλείς	bar	1
kleidas	κλεῖδας	κλείς	bar	1
kleide	κλεῖδε	κλείς	bar	1
kleides	κλεῖδες	κλείς	bar	1
klein	κλεῖν	κλείς	bar	1
kledon	κληδών	κληδών	omen	0
kletheis	κληθείς	καλέω	to call, summon	0
klematis	κληματίς	κληματίς	vine branch	0
klerike	κληρική	κληρικός	concerning inheritances	0
klerikou	κληρικοῦ	κληρικός	concerning inheritances	0
klerikon	κληρικόν	κληρικός	concerning inheritances	0
klerikos	κληρικός	κληρικός	concerning inheritances	0
kletike	κλητική	κλητική	the vocative case – elliptically for κλητῐκὴ πτῶσῐς (ptôsĭs)	0
kletikon	κλητικόν	κλητικόν	The vocative particle, ὦ (ô)	0
kletikos	κλητικός	κλητικός	of or for invitation	0
kletos	κλητός	κλητός	called, invited, welcome	0
klinikos	κλινικός	κλινικός	of or pertaining to a bed	0
klisia	κλισία	κλισία	hut	0
klismos	κλισμός	κλισμός	couch	1
kloios	κλοιός	κλοιός	dog collar	0
kloneo	κλονέω	κλονέω	to drive in confusion	0
kloneon	κλονέων	κλονέω	to drive in confusion	0
klope	κλοπή	κλοπή	theft	0
kluster	κλυστήρ	κλυστήρ	a syringe, a clyster-pipe	1
kluta	κλυτά	κλυτός	renowned, glorious	0
klutos	κλυτός	κλυτός	renowned, glorious	0
kluon	κλυών	κλύω	to hear, listen to	0
klobion	κλωβίον	κλωβός	birdcage	0
klobos	κλωβός	κλωβός	birdcage	0
klonos	κλωνός	κλών	twig, spray, slip	1
kloster	κλωστήρ	κλωστήρ	spindle	0
klonon	κλόνον	κλόνος	confused motion, turmoil, battle-rout	1
klonos	κλόνος	κλόνος	confused motion, turmoil, battle-rout	1
klonou	κλόνου	κλόνος	confused motion, turmoil, battle-rout	1
kludon	κλύδων	κλύδων	wave, billow, and collectively, surf, rough water	0
kludonos	κλύδωνος	κλύδων	wave, billow, and collectively, surf, rough water	0
kluzo	κλύζω	κλύζω	to wash	0
klusma	κλύσμα	κλύσμα	a drench (liquid used for washing out, especially for an ene	0
kluo	κλύω	κλύω	to hear, listen to	0
klotho	κλώθω	κλώθω	to spin, twist by spinning	0
klon	κλών	κλών	twig, spray, slip	1
klops	κλώψ	κλώψ	thief	0
klema	κλῆμα	κλῆμα	twig, branch, tendril of the vine	0
klere	κλῆρε	κλῆρος	a lot	0
kleroi	κλῆροι	κλῆρος	a lot	0
kleros	κλῆρος	κλῆρος	a lot	0
klesis	κλῆσις	κλῆσις	a call (the act of calling)	0
klimax	κλῖμαξ	κλῖμαξ	ladder	0
kluthi	κλῦθι	κλύω	to hear, listen to	0
klute	κλῦτε	κλύω	to hear, listen to	0
klomax	κλῶμαξ	κλῶμαξ	heap of stones, rocky place	0
knapto	κνάπτω	κνάπτω	to card, comb, to cleanse or disentangle something using a c	0
knaphos	κνάφος	κνάφος	prickly teasel, used by fullers to card or clean cloth	0
knao	κνάω	κνάω	to scrape	0
knephas	κνέφας	κνέφας	darkness, often referring to evening dusk or night	0
knetho	κνήθω	κνήθω	to itch	0
knekinos	κνήκινος	κνήκινος	of or from safflower	0
kneme	κνήμη	κνήμη	shin	0
knemes	κνήμης	κνήμη	shin	0
knemesin	κνήμῃσιν	κνήμη	shin	0
knide	κνίδη	κνίδη	stinging nettle (Urtica dioica)	1
knides	κνίδης	κνίδη	stinging nettle (Urtica dioica)	1
